公司代號,公司名稱,合計：共 877 家,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
1519,華城電機,,13.49,2.50,3768.63,2.64,2.04
1521,大億,,17.19,7.97,4614.02,9.63,8.27
1522,堤維西,,21.99,3.89,12078.98,6.28,5.14
1524,耿鼎企業,,20.41,10.06,1932.75,7.19,5.56
1525,江申工業,,8.41,0.24,867.60,52.52,47.93
1526,日馳,,28.34,17.72,950.03,14.06,11.44
1527,鑽全,,28.42,19.59,2939.88,6.28,5.40
1528,恩德,,30.47,2.84,3237.06,3.35,2.97
1529,樂士,,11.65,4.00,263.83,9.59,9.21
1530,亞崴機電,,19.56,6.55,3120.05,5.67,3.32
1531,高林股,,26.33,12.90,1654.25,10.22,7.19
1532,勤美,,24.64,9.37,11278.83,9.14,6.73
1533,車王電,,38.03,12.30,1796.91,7.74,4.86
1535,中宇,,8.07,3.24,6330.50,2.48,1.83
1536,和大工業,,34.22,21.19,5059.53,20.37,18.03
1537,廣隆光電,,22.39,15.97,5681.77,15.15,11.78
1538,正峰新,,16.96,-11.46,497.27,-27.41,-27.41
1539,巨庭機械,,12.74,8.82,2164.26,3.86,2.50
1540,喬福機械,,29.21,15.78,451.37,11.63,9.61
1541,錩泰,,16.20,7.02,2689.61,4.67,3.62
1558,伸興,,25.88,14.95,4440.40,12.04,9.14
1560,中砂,,34.17,20.14,3358.34,19.87,16.66
1568,倉佑,,14.04,6.48,2517.86,6.91,5.13
1582,信錦,,23.79,14.68,6826.99,14.69,10.53
1583,程泰,,24.47,9.59,5413.72,8.32,5.72
1587,吉茂,,21.90,2.84,1036.01,2.10,1.91
1589,永冠-KY,,24.75,7.28,4860.37,8.32,6.64
1590,亞德客-KY,,52.20,30.59,10267.63,32.23,24.42
1592,英瑞-KY,,36.22,8.66,4292.94,7.14,5.26
1598,岱宇國際,,28.88,-0.18,2926.60,-5.15,-5.25
1603,華電,,13.76,8.63,2084.10,13.80,11.58
1604,聲寶,,26.48,2.54,6861.09,5.93,5.77
1605,華新,,7.61,5.21,123622.69,6.10,4.11
1608,華榮,,7.01,4.76,6249.48,8.27,7.43
1609,大亞電線,,8.99,4.06,12118.64,4.30,3.83
1611,中電,,21.02,-2.25,1985.29,-9.14,-8.76
1612,宏泰,,8.54,3.57,2688.12,7.66,7.08
1614,三洋電,,17.95,4.61,3919.04,4.86,4.12
1615,大山,,9.76,5.27,1955.05,6.26,5.39
1616,億泰,,3.94,-1.78,2096.34,-1.89,-1.89
1617,榮星電線,,14.66,6.95,2377.39,4.79,4.02
1618,合機公司,,8.19,3.49,1571.47,4.37,3.49
1626,艾美特-KY,,18.14,0.94,8110.26,0.96,0.61
1701,中化,,29.81,5.27,4559.87,6.72,5.64
1702,南僑投控,,33.75,8.46,12554.92,9.10,5.99
1707,葡萄王,,84.31,22.67,6601.75,24.77,19.71
1708,東鹼,,28.60,14.13,2915.88,15.38,12.23
1709,和益化工,,19.75,10.89,6555.47,10.76,8.64
1710,東聯,,15.70,12.81,21982.63,11.27,9.03
1711,永光化學,,21.17,3.70,6802.41,4.93,3.82
1712,興農,,27.49,5.33,12873.80,4.83,3.81
1713,國化,,14.99,6.73,484.35,13.00,11.95
1714,和桐化學,,7.60,2.03,23577.35,2.12,1.85
1717,長興材料,,17.99,4.48,30410.40,4.80,3.93
1720,生達化學,,45.64,15.06,2942.86,16.09,12.70
1721,三晃,,10.98,3.01,2512.01,1.64,1.71
1722,台肥,,22.49,11.61,8862.48,18.45,15.12
1723,中碳,,24.47,19.10,4765.13,20.61,18.22
1724,台硝,,13.15,5.53,1578.37,3.76,2.98
1725,元禎,,4.64,2.27,7725.09,2.71,2.33
1726,永記造漆,,27.47,14.32,5627.19,14.68,10.43
1727,中華化學,,12.19,4.07,1781.12,3.91,3.38
1730,花仙子,,44.70,10.63,1445.63,13.54,10.53
1731,美吾華,,42.99,10.20,1189.79,8.35,6.47
1732,毛寶,,41.30,0.66,447.91,0.92,0.24
1733,五鼎,,20.23,6.17,1323.24,3.83,2.93
1734,杏輝藥品,,37.51,-3.87,1565.71,-3.64,-5.27
1735,日勝化,,13.53,2.78,2424.24,2.57,1.52
1736,喬山健康,,46.57,-3.21,13134.27,-1.79,-1.60
1737,臺鹽,,42.23,16.89,2091.84,16.73,13.86
1760,寶齡富錦,,58.83,13.09,866.66,12.76,8.80
1762,中化合成,,35.85,6.70,824.70,5.67,4.63
1773,勝一化工,,27.42,14.50,5089.10,15.47,12.75
1776,展宇,,15.26,2.73,1519.35,6.85,4.36
1783,和康生技,,38.28,4.61,316.20,4.08,3.89
1786,科妍,,56.46,4.96,171.88,-0.23,-0.23
1789,台灣神隆,,45.91,17.52,2621.47,15.19,13.79
1802,台玻,,16.41,5.45,32290.33,4.32,3.75
1805,寶徠,,-28.58,-610.63,11.29,-507.67,-507.67
1806,冠軍,,26.75,-0.48,3606.10,-1.85,-2.65
1808,潤隆,,19.23,6.86,2114.26,9.43,8.69
1809,中釉,,20.84,-2.70,1799.40,5.37,2.36
1810,和成,,26.26,1.86,4120.27,4.06,2.39
1817,凱撒衛浴,,33.51,14.54,1640.57,15.06,10.96
1902,台紙,,20.46,8.34,2222.72,10.14,7.53
1903,士紙,,27.65,-76.25,150.25,-75.82,-76.59
1904,正隆,,17.34,4.79,31927.11,4.04,3.20
1905,華紙,,9.84,3.17,16552.40,3.64,3.28
1906,寶隆,,5.78,-0.02,1203.21,37.33,30.17
1907,永豐餘,,18.05,4.50,48806.56,4.89,3.98
1909,榮成,,21.94,11.99,32011.96,12.73,9.48
2002,中鋼,,10.57,6.42,256766.76,5.78,5.04
2006,東和鋼鐵,,11.94,5.43,22531.84,5.96,5.16
2007,燁興公司,,2.90,-0.16,6065.04,-2.47,-2.61
2008,高興昌,,-2.48,-11.91,921.27,-15.35,-15.35
2009,第一伸銅,,7.05,5.15,2210.69,11.56,10.67
2010,春源鋼鐵,,6.84,2.17,13041.15,2.73,1.95
2012,春雨,,16.49,5.58,6561.54,3.66,2.96
2013,中鋼構,,2.22,0.19,12502.92,0.41,0.32
2014,中鴻,,7.92,4.65,29835.39,4.85,4.85
2015,豐興鋼鐵,,14.46,11.39,17522.19,12.25,10.30
2017,官田鋼,,17.65,8.40,3291.41,9.83,8.99
2020,美亞鋼管,,15.93,8.02,3724.55,11.00,8.34
2022,聚亨,,8.04,0.83,5723.52,-1.08,-2.02
2023,燁輝,,9.49,3.55,53320.13,3.24,2.44
2024,志聯工業,,15.56,9.97,1062.64,8.74,7.09
2025,千興,,0.84,-0.66,2604.96,-0.85,-0.85
2027,大成鋼,,16.77,6.77,46852.10,3.84,2.54
2028,威致鋼鐵,,8.62,6.96,7044.50,6.27,6.15
2029,盛餘,,13.38,7.95,10367.33,7.62,6.00
2030,彰源,,12.18,6.12,9295.53,4.99,3.77
2031,新光鋼,,13.52,13.93,6450.48,13.89,11.98
2032,新鋼工業,,3.70,0.13,2038.24,0.24,0.16
2033,佳大世界,,14.73,4.55,572.34,4.09,3.20
2034,允強,,10.25,5.79,14731.40,5.27,4.41
2038,海光企業,,0.54,-3.18,3445.32,-2.84,-3.41
2049,上銀科技,,34.45,14.18,15016.53,14.04,11.08
2059,川湖,,53.75,40.70,2997.45,28.46,19.60
2062,橋椿,,19.18,6.77,4524.18,6.60,4.32
2069,運錩,,7.64,2.84,6449.77,1.97,1.65
2101,南港輪胎,,18.88,8.40,8744.13,7.87,5.98
2102,泰豐輪胎,,13.64,-6.19,4348.90,-15.26,-15.05
2103,台橡,,9.72,3.41,24671.14,2.98,1.94
2104,國際中橡,,28.20,19.01,14842.98,20.03,13.20
2105,正新,,22.95,7.77,85189.74,7.92,5.56
2106,建大,,20.08,4.45,22672.73,2.79,1.50
2107,厚生,,30.33,17.38,1286.52,15.35,14.79
2108,南帝化工,,17.62,8.37,8421.65,7.87,6.41
2109,華豐橡膠,,19.25,2.73,4380.94,4.00,2.43
2114,鑫永銓,,34.35,25.60,1152.20,22.46,18.64
2115,六暉-KY,,25.94,15.23,1981.02,14.86,10.93
2201,裕隆汽車,,21.35,2.90,69284.63,5.09,3.57
2204,中華汽車,,18.42,6.99,30940.58,12.66,11.54
2206,三陽工業,,18.62,2.97,24425.41,3.43,2.93
2208,台船公司,,-37.68,-40.53,12711.78,-41.42,-37.74
2227,裕隆日產,,18.23,6.81,26623.18,22.46,18.65
2228,劍麟,,29.44,15.42,3275.71,16.37,10.95
2231,為升,,52.05,35.64,2634.84,31.25,27.49
2236,百達-KY,,29.43,10.73,1531.39,10.94,7.89
2239,英利-KY,,19.62,9.99,13171.94,8.64,6.79
2243,宏旭-KY,,11.45,3.28,1638.37,2.29,1.18
2301,光寶科技,,12.79,3.78,160404.49,0.18,0.21
2302,麗正,,32.87,-7.18,317.81,-9.32,-9.30
2303,聯電,,18.43,4.14,112654.03,5.37,4.83
2305,全友電腦,,31.21,-26.82,454.03,177.41,124.53
2308,台達電,,27.24,8.62,162220.47,10.71,8.54
2312,金寶電子,,6.24,1.28,87773.35,1.17,0.91
2313,華通,,14.63,10.05,37018.59,8.74,6.29
2314,台揚科技,,16.07,3.06,5599.90,3.15,2.57
2316,楠梓電,,6.81,-1.15,4015.90,-1.22,-1.32
2317,鴻海,,6.63,2.69,2976347.95,2.93,2.14
2321,東訊,,10.37,-1.95,2464.75,-1.64,-1.64
2323,中環,,0.52,-15.07,6779.73,-11.03,-11.94
2324,仁寶電腦,,3.73,1.07,632816.47,0.87,0.63
2327,國巨,,27.78,18.63,22607.12,19.01,16.18
2328,廣宇,,8.48,3.56,18879.80,4.03,3.07
2329,華泰電子,,1.54,-4.89,10322.72,-4.49,-4.01
2330,台積電,,50.88,39.53,699876.96,40.64,34.84
2331,精英,,11.51,2.03,22343.99,2.92,2.03
2332,友訊科技,,26.40,-3.30,14308.92,-1.83,-1.85
2337,旺宏,,34.06,13.10,23640.24,12.50,12.44
2338,光罩,,20.80,4.54,931.29,-1.89,-3.48
2340,光磊,,31.08,15.07,4353.28,14.96,12.48
2342,茂矽,,16.48,4.24,1229.38,-2.73,-2.73
2344,華邦電,,32.95,12.86,34386.14,14.13,11.56
2345,智邦科技,,19.84,9.08,26259.44,9.32,7.37
2347,聯強國際,,3.60,1.30,257239.53,2.16,1.77
2348,海悅,,38.47,23.95,497.15,23.27,23.08
2349,錸德科技,,4.37,-13.77,7118.03,-14.49,-16.10
2351,順德,,19.85,11.69,7161.45,10.70,8.43
2352,佳世達,,11.89,2.50,99742.00,4.75,4.12
2353,宏碁,,10.70,1.40,170235.61,1.20,1.03
2354,鴻準,,8.44,5.68,87671.88,6.58,6.10
2355,敬鵬,,14.42,9.25,18119.21,10.11,6.94
2356,英業達,,5.48,1.88,334834.97,1.93,1.28
2357,華碩,,13.62,2.81,320010.74,4.61,3.70
2358,廷鑫,,4.81,1.28,1524.72,2.08,1.73
2359,所羅門,,20.35,5.93,3012.45,4.36,2.92
2360,致茂電子,,49.49,20.56,9686.59,21.09,17.12
2362,藍天,,23.43,3.66,15281.24,6.94,3.31
2363,矽統科技,,45.90,-148.40,156.30,-77.47,-77.60
2364,倫飛電腦,,22.70,-20.89,449.65,-23.91,-23.92
2365,昆盈企業,,21.42,-1.38,1857.95,1.94,1.88
2367,燿華,,12.09,1.62,12007.31,-0.71,-0.29
2368,金像電,,9.56,-0.55,14253.86,-1.71,-1.82
2369,菱生,,11.39,2.44,4534.69,3.57,2.52
2371,大同,,16.72,-0.16,55730.54,4.74,3.64
2373,震旦行,,42.67,8.59,10822.53,12.73,10.79
2374,佳能,,13.07,1.56,8613.87,2.92,2.47
2375,智寶,,18.71,6.79,2239.20,13.69,12.04
2376,技嘉,,16.63,3.74,44350.39,5.16,4.31
2377,微星科技,,14.25,5.35,76897.51,5.71,4.74
2379,瑞昱,,43.33,8.39,30886.42,8.98,8.40
2380,虹光精密,,23.55,-24.46,1434.02,-26.98,-27.09
2382,廣達,,4.57,1.82,739464.40,2.06,1.47
2383,台光電子,,25.53,17.91,17889.06,18.02,12.45
2385,群光電子,,17.22,6.23,57120.59,7.10,5.83
2387,精元電腦,,16.38,5.79,8748.15,4.92,2.55
2388,威盛電子,,26.99,-30.30,3386.89,1.48,1.18
2390,云辰,,12.87,-29.91,533.09,-31.83,-31.39
2392,正崴,,10.16,0.80,64243.35,1.98,1.55
2393,億光電子,,23.05,6.99,20612.66,6.24,4.87
2395,研華,,39.32,15.28,32615.14,17.23,13.88
2397,友通資訊,,31.80,15.96,2904.34,15.02,11.73
2399,映泰,,13.92,3.74,2629.24,3.95,4.00
2401,凌陽科技,,39.81,0.94,5157.07,11.37,10.25
2402,毅嘉科技,,2.15,-4.30,5247.21,-5.60,-5.77
2404,漢唐,,16.78,12.29,9921.14,13.64,10.51
2405,浩鑫,,11.23,-4.48,3619.11,-1.75,-1.51
2406,國碩科技,,2.63,-18.68,9045.27,-18.90,-19.75
2408,南亞科,,42.79,32.15,38149.44,52.02,48.04
2409,友達,,19.15,12.84,260364.65,13.10,10.22
2412,中華電,,36.77,21.77,166629.44,22.36,18.68
2413,環科,,15.76,0.65,2711.30,-0.28,-0.94
2414,精技電腦,,9.53,2.19,12491.53,2.23,1.84
2415,錩新,,27.42,10.33,1674.66,9.08,5.54
2417,圓剛,,51.54,-1.07,1884.63,0.07,-0.84
2419,仲琦,,24.23,7.14,6415.30,6.62,4.52
2420,新巨,,37.95,20.47,2199.74,17.65,15.11
2421,建準電機,,22.78,7.41,8201.66,8.10,6.38
2423,固緯,,49.20,12.61,1694.41,17.21,14.05
2424,隴華電子,,31.98,-44.36,22.65,-149.92,-147.47
2425,承啟,,1.83,0.30,4331.48,-1.06,-1.08
2426,鼎元,,23.58,11.24,2319.25,3.52,3.52
2427,三商電腦,,31.67,3.03,1852.15,4.41,3.62
2428,興勤電子,,34.37,20.88,4322.48,26.77,18.99
2429,銘旺科,,12.32,2.10,841.70,0.49,-5.52
2430,燦坤實業,,15.32,2.53,15463.13,1.81,1.37
2431,聯昌電子,,12.57,0.75,1899.21,0.80,0.73
2433,互盛電,,30.60,11.06,2747.22,19.24,17.27
2434,統懋,,-18.83,-36.11,184.68,-39.70,-42.18
2436,偉詮電,,25.07,4.83,1740.98,11.12,9.72
2438,翔耀實業,,36.83,12.77,378.50,6.75,1.96
2439,美律,,18.33,10.29,16368.24,11.00,9.01
2440,太空梭,,8.58,3.17,2240.04,3.48,3.17
2441,超豐電子,,29.02,25.19,8823.35,25.02,21.10
2442,新美齊,,16.19,-7.63,1231.37,-5.27,-4.51
2443,新利虹,,-9.75,-38.07,541.06,-38.01,-38.11
2444,兆勁,,14.81,2.88,1164.16,1.67,1.67
2448,晶電,,21.60,9.77,19333.27,8.72,6.84
2449,京元電子,,30.47,18.96,14884.29,16.03,12.12
2450,神腦,,12.36,2.11,26590.64,2.80,2.38
2451,創見資訊,,26.58,19.35,16147.23,15.91,12.76
2453,凌群,,23.47,0.92,3035.82,2.15,1.70
2454,聯發科,,35.04,4.80,177812.92,9.28,7.82
2455,全新,,34.47,23.62,1556.33,22.22,18.32
2456,奇力新,,26.57,14.52,9330.34,14.02,12.05
2457,飛宏科技,,12.63,-0.89,8714.09,2.21,1.28
2458,義隆,,44.90,18.28,5615.94,17.50,14.15
2459,敦吉,,12.17,5.71,7886.74,6.07,4.83
2460,建通精密,,10.15,-0.06,2757.54,-1.07,-1.17
2461,光群雷射,,25.06,8.37,3778.41,5.76,3.84
2462,良得電,,10.00,1.16,3168.28,0.98,0.96
2464,盟立,,15.38,4.76,8686.77,3.16,2.66
2465,麗臺科技,,14.12,-1.79,2152.03,3.48,3.30
2466,冠西電,,10.70,-1.75,1660.97,-1.40,-1.51
2467,志聖工業,,34.21,11.72,3669.21,10.48,8.72
2468,華經,,14.07,2.75,955.81,3.30,2.64
2471,資通,,30.00,0.35,453.16,0.84,-1.41
2472,立隆電子,,24.14,12.10,5222.96,14.66,11.18
2474,可成科技,,45.80,35.64,60502.03,34.46,22.45
2475,華映,,21.92,4.06,25919.52,14.03,12.38
2476,鉅祥,,29.15,14.37,3814.17,12.98,8.58
2477,美隆電,,26.20,12.42,2722.84,13.75,9.81
2478,大毅,,16.65,5.97,2935.89,5.29,4.33
2480,敦陽科技,,25.27,8.09,3148.15,8.75,7.41
2481,強茂,,22.66,8.09,8807.27,11.46,9.37
2482,連宇,,43.97,-6.76,598.90,-8.98,-9.25
2483,百容,,29.90,12.69,1335.99,11.94,9.25
2484,希華,,16.88,6.55,2378.87,6.74,5.51
2485,兆赫電子,,11.40,2.46,6544.48,0.19,0.22
2486,一詮精密,,9.17,-2.25,3142.98,-3.84,-3.42
2488,漢平,,25.72,12.39,1612.72,12.64,9.87
2489,瑞軒,,5.74,-6.94,12069.83,-6.92,-5.87
2491,吉祥全,,24.09,-3.15,292.00,11.14,11.14
2492,華新科,,24.84,13.99,15688.65,15.32,11.82
2493,揚博科技,,31.07,14.85,1689.15,14.36,11.92
2495,普安,,44.08,5.06,1193.83,4.80,3.52
2496,卓越成功,,51.35,21.41,578.30,22.84,21.04
2497,怡利電子,,17.59,-5.02,1756.39,-5.23,-4.62
2498,宏達電,,13.35,-16.92,46372.43,-15.39,-15.33
2499,東貝光電,,21.90,-0.74,4268.37,-6.70,-6.44
2501,國建,,20.16,9.77,8676.85,9.07,9.28
2504,國產,,7.27,0.57,11768.52,25.97,25.57
2505,國揚實業,,20.01,8.44,2633.89,7.99,7.90
2506,太設,,53.19,8.11,1205.38,15.96,7.92
2509,全坤建,,25.19,8.61,713.76,4.37,0.43
2511,太子,,31.55,8.03,7886.45,9.13,8.85
2514,龍邦國際,,99.05,84.54,1586.47,81.67,73.49
2515,中工,,10.77,3.36,7296.96,3.91,3.37
2516,新建,,-3.64,-5.28,6409.57,-4.20,-4.45
2520,冠德,,30.40,10.13,6745.89,9.25,6.58
2524,京城,,33.51,20.84,2912.72,17.75,15.18
2527,宏璟,,57.15,-53.87,129.24,27.82,6.50
2528,皇普建設,,39.11,-5.40,62.07,23.99,23.60
2530,華建,,15.12,-81.66,68.12,-95.97,-120.90
2534,宏盛,,48.74,41.64,4170.96,44.59,42.41
2535,達工,,9.05,5.29,7965.07,4.94,3.78
2536,宏普建設,,42.84,14.46,363.57,63.68,54.49
2537,聯上開發,,29.24,6.85,311.16,10.10,5.34
2538,基泰建設,,44.93,16.49,267.37,11.22,11.15
2539,櫻花建設,,32.93,25.71,2436.44,25.53,23.28
2540,愛山林,,45.60,19.17,629.04,8.67,1.31
2542,興富發,,27.00,15.23,13855.19,15.86,14.56
2543,皇昌營造,,4.08,0.60,3039.45,0.11,-0.06
2545,皇翔,,29.50,9.86,2506.52,1.14,8.35
2546,根基,,7.42,4.59,5892.33,5.18,4.21
2547,日勝,,38.94,-18.86,4982.30,-23.91,-27.45
2548,華固建設,,31.91,23.84,9431.08,27.21,22.08
2597,潤弘精密,,15.28,6.37,5527.75,6.99,5.82
2601,益航,,71.03,10.92,5055.89,8.83,3.50
2603,長榮海運,,8.70,5.21,113068.27,6.86,6.27
2605,新興,,25.74,22.20,2423.53,21.92,19.36
2606,裕民,,7.92,4.23,6005.85,6.65,10.01
2607,榮運,,15.23,12.12,5628.29,12.60,10.20
2608,嘉里大榮,,17.62,13.27,7117.85,15.59,12.50
2609,陽明海運,,4.85,0.51,99263.10,0.19,0.06
2610,華航,,13.88,5.36,114495.78,1.74,1.04
2611,志信,,29.20,-1.18,786.64,0.12,0.47
2612,中航,,16.58,5.79,2376.44,-0.73,-1.78
2613,中櫃,,7.63,2.76,1981.57,1.92,1.62
2614,東森,,25.34,-2.06,10098.81,-0.60,-1.07
2615,萬海,,11.81,5.52,44969.86,5.49,4.41
2616,山隆通運,,8.91,1.97,12599.06,4.77,4.12
2617,台航,,12.42,8.30,2025.83,11.29,10.26
2618,長榮航空,,13.45,6.09,121431.70,5.74,4.86
2630,亞洲航空,,18.90,9.40,1816.10,9.16,7.59
2633,台灣高鐵,,43.77,41.31,32026.14,15.45,12.73
2634,漢翔公司,,13.72,9.75,19379.84,7.84,5.97
2636,台驊投控,,18.18,3.95,7824.08,3.43,2.43
2637,慧洋-KY,,16.35,14.85,8055.01,1.11,1.10
2642,宅配通,,17.67,3.21,2240.72,5.93,5.23
2701,萬企,,51.48,44.12,283.38,125.03,106.44
2702,華園,,73.90,9.30,1028.32,2.74,2.07
2704,國賓,,43.94,14.52,2297.02,18.64,15.55
2705,六福,,23.21,-12.79,2347.25,-14.85,-14.85
2706,第一店,,71.38,62.36,246.71,195.33,165.10
2707,晶華酒店,,33.71,17.93,5125.10,18.15,14.81
2712,遠雄來,,31.14,5.33,341.53,5.39,4.38
2722,夏都,,53.27,20.68,525.66,21.26,16.99
2723,美食-KY,,59.31,12.25,16879.10,13.16,9.28
